"","X","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_IMI","first_path_2","first_path2_IMI","first_path_3","first_path3_IMI","first_path_4","first_path4_IMI","first_quarter_code","first_isolate_1","first_isolate_2","first_isolate_3","first_isolate_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed_inf_series","first_dup_not_collected","first_IMI_series","first_hygiene_1","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_IMI","second_path_2","second_path2_IMI","second_path_3","second_path3_IMI","second_path_4","second_path4_IMI","second_quarter_code","second_isolate_1","second_isolate_2","second_isolate_3","second_isolate_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed_inf_series","second_dup_not_collected","second_IMI_series","second_hygiene_1","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_IMI","third_path_2","third_path2_IMI","third_path_3","third_path3_IMI","third_path_4","third_path4_IMI","third_quarter_code","third_isolate_1","third_isolate_2","third_isolate_3","third_isolate_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed_inf_series","third_dup_not_collected","third_IMI_series","third_hygiene_1","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_IMI","fourth_path_2","fourth_path2_IMI","fourth_path_3","fourth_path3_IMI","fourth_path_4","fourth_path4_IMI","fourth_quarter_code","fourth_isolate_1","fourth_isolate_2","fourth_isolate_3","fourth_isolate_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed_inf_series","fourth_dup_not_collected","fourth_IMI_series","fourth_hygiene_1","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"165",1435,"tallula_vonTrapp","RF","1.6.2020","first","vonTrapp","12","cns","yes2","","","","","","","2","VT013","","","","","","","","no","","yes","NA","NA","NA","NA","NA","120000","","","tallula_vonTrapp_RF","2.12.2020","second","vonTrapp","16","cns","yes2","","","","","","","2","VT049","","","","","","","","no","","yes","NA","NA","NA","NA","NA","53000","","","tallula_vonTrapp_RF","3.10.2020","third","vonTrapp","16","cns","yes2","","","","","","","2","VT082","","","","","","","","no","","yes","NA","NA","NA","NA","NA","78000","","","tallula_vonTrapp_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tallula_vonTrapp_RF_fourth"
"166",1457,"tiktoe_OughtaBe","LF","1.3.2020","first","OughtaBe","32","cns","yes2","","","","","","","2","OB042","","","","","","","","no","","yes","NA","NA","NA","NA","NA","61000","","","tiktoe_OughtaBe_LF","2.14.2020","second","OughtaBe","33","cns","yes2","","","","","","","2","OB098","","","","","","","","no","","yes","NA","NA","NA","NA","NA","33000","","","tiktoe_OughtaBe_LF","3.12.2020","third","OughtaBe","33","cns","yes2","","","","","","","2","OB161","","","","","","","","no","","yes","NA","NA","NA","NA","NA","20000","","","tiktoe_OughtaBe_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tiktoe_OughtaBe_LF_fourth"
"167",1458,"tiktoe_OughtaBe","LH","1.3.2020","first","OughtaBe","32","cns","yes2","","","","","","","2","OB041","","","","","","","","no","","yes","NA","NA","NA","NA","NA","110000","","","tiktoe_OughtaBe_LH","2.14.2020","second","OughtaBe","33","cns","yes2","","","","","","","2","OB097","","","","","","","","no","","yes","NA","NA","NA","NA","NA","77000","","","tiktoe_OughtaBe_LH","3.12.2020","third","OughtaBe","33","cns","yes2","","","","","","","2","OB160","","","","","","","","no","","yes","NA","NA","NA","NA","NA","19000","","","tiktoe_OughtaBe_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tiktoe_OughtaBe_LH_fourth"
"168",1459,"tiktoe_OughtaBe","RF","1.3.2020","first","OughtaBe","32","cns","yes2","","","","","","","2","OB044","","","","","","","","no","","yes","NA","NA","NA","NA","NA","160000","","","tiktoe_OughtaBe_RF","2.14.2020","second","OughtaBe","33","cns","yes2","","","","","","","2","OB100","","","","","","","","no","","yes","NA","NA","NA","NA","NA","110000","","","tiktoe_OughtaBe_RF","3.12.2020","third","OughtaBe","33","cns","yes2","","","","","","","2","OB163","","","","","","","","no","","yes","NA","NA","NA","NA","NA","12000","","","tiktoe_OughtaBe_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tiktoe_OughtaBe_RF_fourth"
"169",1466,"ursala_vonTrapp","LH","1.6.2020","first","vonTrapp","15","cns","yes2","","","","","","","2","VT016","","","","","","","","no","","yes","NA","NA","NA","NA","NA","29000","","","ursala_vonTrapp_LH","2.12.2020","second","vonTrapp","22","cns","yes2","","","","","","","2","VT053","","","","","","","","no","","yes","NA","NA","NA","NA","NA","90000","","","ursala_vonTrapp_LH","3.10.2020","third","vonTrapp","21","cns","yes2","","","","","","","2","VT089","","","","","","","","no","","yes","NA","NA","NA","NA","NA","48000","","","ursala_vonTrapp_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ursala_vonTrapp_LH_fourth"
"170",1487,"webster_Lynd","RF","12.19.2019","first","Lynd","6","cns","yes2","","","","","","","2","LF007","","","","","","","","no","","yes","NA","NA","NA","NA","NA","187000","","","webster_Lynd_RF","1.30.2020","second","Lynd","19","cns","yes2","","","","","","","2","LF072","","","","","","","","no","","yes","NA","NA","NA","NA","NA","140000","","","webster_Lynd_RF","3.5.2020","third","Lynd","19","cns","yes2","","","","","","","2","LF112","","","","","","","","no","","yes","NA","NA","NA","NA","NA","240000","","","webster_Lynd_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","webster_Lynd_RF_fourth"
"171",1498,"wildcucumber_Butterworks","LH","1.2.2020","first","Butterworks","8","cns","yes2","","","","","","","2","BW010","","","","","","","","no","","yes","NA","NA","NA","NA","NA","19000","","","wildcucumber_Butterworks_LH","2.4.2020","second","Butterworks","9","cns","yes21","","","","","","","21","BW079","","","","","","","","no","","yes","NA","NA","NA","NA","NA","13000","","","wildcucumber_Butterworks_LH","3.3.2020","third","Butterworks","10","cns","yes2","","","","","","","2","BW126","","","","","","","","no","","yes","NA","NA","NA","NA","NA","11000","","","wildcucumber_Butterworks_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","wildcucumber_Butterworks_LH_fourth"
"172",1503,"willy_Lynd","RF","12.19.2019","first","Lynd","33","cns","yes2","","","","","","","2","LF038","","","","","","","","no","","yes","NA","NA","NA","NA","NA","47000","","","willy_Lynd_RF","1.30.2020","second","Lynd","20","cns","yes2","cns","other18","","","","","2","LF073","LF074","","","","","","","tbd","","yes","NA","NA","NA","NA","NA","250000","","","willy_Lynd_RF","3.5.2020","third","Lynd","25","cns","yes2","","","","","","","2","LF118","","","","","","","","no","","yes","NA","NA","NA","NA","NA","120000","","","willy_Lynd_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","willy_Lynd_RF_fourth"
"173",1509,"wynona_StonyPond","LF","12.12.2019","first","StonyPond","17","cns","yes2","","","","","","","2","SP019","","","","","","","","no","","yes","NA","NA","NA","NA","NA","168000","","","wynona_StonyPond_LF","1.10.2020","second","StonyPond","4","cns","yes2","","","","","","","2","SP039","","","","","","","","no","","yes","NA","NA","NA","NA","NA","230000","","","wynona_StonyPond_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","wynona_StonyPond_LF_fourth"
"174",1510,"wynona_StonyPond","LH","12.12.2019","first","StonyPond","17","cns","yes2","","","","","","","2","SP018","","","","","","","","no","","yes","NA","NA","NA","NA","NA","137000","","","wynona_StonyPond_LH","1.10.2020","second","StonyPond","4","cns","yes2","","","","","","","2","SP038","","","","","","","","no","","yes","NA","NA","NA","NA","NA","170000","","","wynona_StonyPond_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","wynona_StonyPond_LH_fourth"
"175",1525,"zelda_vonTrapp","LF","1.6.2020","first","vonTrapp","14","cns","yes1","","","","","","","1","VT015","","","","","","","","no","","yes","NA","NA","NA","NA","NA","170000","","","zelda_vonTrapp_LF","2.12.2020","second","vonTrapp","14","cns","yes1","","","","","","","1","VT046","","","","","","","","no","","yes","NA","NA","NA","NA","NA","90000","","","zelda_vonTrapp_LF","3.10.2020","third","vonTrapp","14","cns","yes2","","","","","","","2","VT079","","","","","","","","no","","yes","NA","NA","NA","NA","NA","100000","","","zelda_vonTrapp_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","zelda_vonTrapp_LF_fourth"
"176",33,"16_Choiniere","LF","12.11.2019","first","Choiniere","28","cns","yes2","","","","","","","2","CF053","","","","","","","","no","","yes","NA","NA","NA","NA","NA","741000","","","16_Choiniere_LF","1.21.2020","second","Choiniere","33","cns","yes2","","","","","","","2","CF129","","","","","","","","no","","yes","NA","NA","NA","NA","NA","190000","","","16_Choiniere_LF","2.17.2020","third","Choiniere","29","cns","other12","","","","","","","12","CF175","","","","","","","","","","no","NA","NA","NA","NA","NA","220000","yes","cns (same) dominates","16_Choiniere_LF","3.16.2020","fourth","Choiniere","4","cns","yes2","cns","other18","","","","","2","CF191","CF192","","","","","","","tbd","","yes","NA","NA","NA","NA","NA","190000","","","16_Choiniere_LF_fourth"
"177",135,"23_Choiniere","RF","12.11.2019","first","Choiniere","19","cns","yes2","","","","","","","2","CF039","","","","","","","","no","","yes","NA","NA","NA","NA","NA","76000","","","23_Choiniere_RF","1.21.2020","second","Choiniere","31","cns","other12","","","","","","","12","CF128","","","","","","","","","","no","NA","NA","NA","NA","NA","75000","yes","cns dominates","23_Choiniere_RF","2.17.2020","third","Choiniere","24","cns","yes2","","","","","","","2","CF169","","","","","","","","no","","yes","NA","NA","NA","NA","NA","200000","","","23_Choiniere_RF","3.16.2020","fourth","Choiniere","12","cns","yes2","","","","","","","2","CF206","","","","","","","","no","","yes","NA","NA","NA","NA","NA","180000","","","23_Choiniere_RF_fourth"
"178",162,"30_Choiniere","LH","12.11.2019","first","Choiniere","34","cns","yes2","","","","","","","2","CF061","","","","","","","","no","","yes","NA","NA","NA","NA","NA","212000","","","30_Choiniere_LH","1.21.2020","second","Choiniere","20","cns","yes2","","","","","","","2","CF110","","","","","","","","","","yes","NA","NA","NA","NA","NA","140000","","","30_Choiniere_LH","2.17.2020","third","Choiniere","32","cns","yes2","","","","","","","2","CF177","","","","","","","","no","","yes","NA","NA","NA","NA","NA","140000","","","30_Choiniere_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30_Choiniere_LH_fourth"
"179",165,"32_Choiniere","LF","12.11.2019","first","Choiniere","9","cns","yes2","","","","","","","2","CF020","","","","","","","","no","","yes","NA","NA","NA","NA","NA","133000","","","32_Choiniere_LF","1.21.2020","second","Choiniere","17","cns","yes2","","","","","","","2","CF105","","","","","","","","no","","yes","NA","NA","NA","NA","NA","150000","","","32_Choiniere_LF","2.17.2020","third","Choiniere","8","corynebac","yes2","","","","","","","2","CF145","","","","","","","","no","","yes","NA","NA","NA","NA","NA","1100000","","","32_Choiniere_LF","3.16.2020","fourth","Choiniere","21","cns","yes2","","","","","","","2","CF221","","","","","","","","no","","yes","NA","NA","NA","NA","NA","56000","","","32_Choiniere_LF_fourth"
"180",189,"41_Choiniere","LF","12.11.2019","first","Choiniere","11","cns","yes2","","","","","","","2","CF023","","","","","","","","no","","yes","NA","NA","NA","NA","NA","159000","","","41_Choiniere_LF","1.21.2020","second","Choiniere","29","cns","yes2","","","","","","","2","CF122","","","","","","","","no","","yes","NA","NA","NA","NA","NA","57000","","","41_Choiniere_LF","2.17.2020","third","Choiniere","12","cns","yes2","","","","","","","2","CF149","","","","","","","","no","","yes","NA","NA","NA","NA","NA","220000","","","41_Choiniere_LF","3.16.2020","fourth","Choiniere","15","cns","yes2","","","","","","","2","CF212","","","","","","","","no","","yes","NA","NA","NA","NA","NA","46000","","","41_Choiniere_LF_fourth"
"181",190,"41_Choiniere","LH","12.11.2019","first","Choiniere","11","cns","yes2","","","","","","","2","CF022","","","","","","","","no","","yes","NA","NA","NA","NA","NA","3e+05","","","41_Choiniere_LH","1.21.2020","second","Choiniere","29","cns","yes2","","","","","","","1","CF121","","","","","","","","no","","yes","NA","NA","NA","NA","NA","180000","","","41_Choiniere_LH","2.17.2020","third","Choiniere","12","cns","yes2","","","","","","","2","CF148","","","","","","","","no","","yes","NA","NA","NA","NA","NA","560000","","","41_Choiniere_LH","3.16.2020","fourth","Choiniere","15","cns","yes2","","","","","","","2","CF211","","","","","","","","no","","yes","NA","NA","NA","NA","NA","200000","","","41_Choiniere_LH_fourth"
"182",216,"49_Choiniere","RH","12.11.2019","first","Choiniere","29","cns","yes2","","","","","","","2","CF055","","","","","","","","no","","yes","NA","NA","NA","NA","NA","90000","","","49_Choiniere_RH","1.21.2020","second","Choiniere","9","cns","yes2","","","","","","","2","CF095","","","","","","","","no","","yes","NA","NA","NA","NA","NA","90000","","","49_Choiniere_RH","2.17.2020","third","Choiniere","35","cns","other12","","","","","","","12","CF181","","","","","","","","","","no","NA","NA","NA","NA","NA","160000","","","49_Choiniere_RH","3.16.2020","fourth","Choiniere","3","cns","yes2","","","","","","","2","CF190","","","","","","","","no","","yes","NA","NA","NA","NA","NA","80000","","","49_Choiniere_RH_fourth"
"183",220,"52_Choiniere","RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.21.2020","second","Choiniere","5","cns","yes2","","","","","","","2","CF085","","","","","","","","no","","yes","NA","NA","NA","NA","NA","280000","","","52_Choiniere_RH","2.17.2020","third","Choiniere","34","cns","yes2","","","","","","","2","CF180","","","","","","","","no","","yes","NA","NA","NA","NA","NA","37000","","","52_Choiniere_RH","3.16.2020","fourth","Choiniere","19","cns","yes2","","","","","","","2","CF219","","","","","","","","no","","yes","NA","NA","NA","NA","NA","45000","","","52_Choiniere_RH_fourth"
"184",229,"56_Choiniere","LF","12.11.2019","first","Choiniere","26","cns","yes2","","","","","","","2","CF047","","","","","","","","no","","yes","NA","NA","NA","NA","NA","87000","","","56_Choiniere_LF","1.21.2020","second","Choiniere","34","cns","yes2","","","","","","","2","CF131","","","","","","","","no","","yes","NA","NA","NA","NA","NA","34000","","","56_Choiniere_LF","2.17.2020","third","Choiniere","2","cns","yes2","","","","","","","2","CF136","","","","","","","","no","","yes","NA","NA","NA","NA","NA","270000","","","56_Choiniere_LF","3.16.2020","fourth","Choiniere","36","cns","yes2","","","","","","","2","CF244","","","","","","","yes","no","","yes","NA","NA","NA","NA","NA","240000","","","56_Choiniere_LF_fourth"
"185",282,"69_Choiniere","LH","12.11.2019","first","Choiniere","3","cns","other12","","","","","","","12","CF003","","","","","","","","","","no","NA","NA","NA","NA","NA","144000","","","69_Choiniere_LH","1.21.2020","second","Choiniere","8","cns","yes2","","","","","","","2","CF092","","","","","","","","no","","yes","NA","NA","NA","NA","NA","110000","","","69_Choiniere_LH","2.17.2020","third","Choiniere","4","cns","yes2","","","","","","","2","CF137","","","","","","","","no","","yes","NA","NA","NA","NA","NA","85000","","","69_Choiniere_LH","3.16.2020","fourth","Choiniere","32","corynebac","yes2","","","","","","","2","CF236","","","","","","","","no","","yes","NA","NA","NA","NA","NA","94000","","","69_Choiniere_LH_fourth"
"186",284,"69_Choiniere","RH","12.11.2019","first","Choiniere","3","cns","yes2","","","","","","","2","CF004","","","","","","","","","","yes","NA","NA","NA","NA","NA","310000","","","69_Choiniere_RH","1.21.2020","second","Choiniere","8","cns","yes2","","","","","","","2","CF093","","","","","","","","no","","yes","NA","NA","NA","NA","NA","210000","","","69_Choiniere_RH","2.17.2020","third","Choiniere","4","cns","yes2","","","","","","","2","CF138","","","","","","","","no","","yes","NA","NA","NA","NA","NA","180000","","","69_Choiniere_RH","3.16.2020","fourth","Choiniere","32","cns","yes2","","","","","","","2","CF235","","","","","","","","no","","yes","NA","NA","NA","NA","NA","39000","","","69_Choiniere_RH_fourth"
"187",294,"7_Choiniere","LH","12.11.2019","first","Choiniere","20","cns","yes2","","","","","","","2","CF040","","","","","","","","no","","yes","NA","NA","NA","NA","NA","426000","","","7_Choiniere_LH","1.21.2020","second","Choiniere","16","cns","yes27","strep","yes27","","","","","27","CF101","CF102","","","","","yes","","yes","","yes","NA","NA","NA","NA","NA","510000","","","7_Choiniere_LH","2.17.2020","third","Choiniere","13","cns","yes2","","","","","","","2","CF150","","","","","","","","no","","yes","NA","NA","NA","NA","NA","530000","","","7_Choiniere_LH","3.16.2020","fourth","Choiniere","30","cns","yes2","","","","","","","2","CF231","","","","","","","","no","","yes","NA","NA","NA","NA","NA","210000","","","7_Choiniere_LH_fourth"
"188",295,"7_Choiniere","RF","12.11.2019","first","Choiniere","20","cns","yes2","","","","","","","2","CF041","","","","","","","","no","","yes","NA","NA","NA","NA","NA","296000","","","7_Choiniere_RF","1.21.2020","second","Choiniere","16","cns","yes2","","","","","","","2","CF104","","","","","","","","no","","yes","NA","NA","NA","NA","NA","190000","","","7_Choiniere_RF","2.17.2020","third","Choiniere","13","cns","yes2","","","","","","","2","CF151","","","","","","","","no","","yes","NA","NA","NA","NA","NA","180000","","","7_Choiniere_RF","3.16.2020","fourth","Choiniere","30","cns","yes2","","","","","","","2","CF232","","","","","","","","no","","yes","NA","NA","NA","NA","NA","2000","","","7_Choiniere_RF_fourth"
"189",455,"93_Choiniere","RF","12.11.2019","first","Choiniere","32","","","","","","","","","13","","","","","","","","","","","","NA","NA","NA","NA","NA","416000","","","93_Choiniere_RF","1.21.2020","second","Choiniere","23","","","","","","","","","3","","","","","","","","","","","","NA","NA","NA","NA","NA","3400000","","","93_Choiniere_RF","2.17.2020","third","Choiniere","18","cns","yes2","","","","","","","2","CF159","","","","","","","","no","","yes","NA","NA","NA","NA","NA","1000000","","","93_Choiniere_RF","3.16.2020","fourth","Choiniere","14","gramneg.coli","yes2","","","","","","","2","CF210","","","","","","","","no","","yes","NA","NA","NA","NA","NA","270000","","","93_Choiniere_RF_fourth"
"190",461,"97_Choiniere","LF","12.11.2019","first","Choiniere","27","strep","yes2","","","","","","","2","CF049","","","","","","","","no","","yes","NA","NA","NA","NA","NA","1051000","","","97_Choiniere_LF","1.21.2020","second","Choiniere","24","strep","yes2","","","","","","","2","CF116","","","","","","","","no","","yes","NA","NA","NA","NA","NA","1400000","","","97_Choiniere_LF","2.17.2020","third","Choiniere","27","sa","yes2","","","","","","","2","CF173","","","","","","","","no","","yes","NA","NA","NA","NA","NA","1400000","","","97_Choiniere_LF","3.16.2020","fourth","Choiniere","33","strep","yes27","cns","yes27","","","","","27","CF239","CF240","","","","","","","yes","","yes","NA","NA","NA","NA","NA","240000","","","97_Choiniere_LF_fourth"
