sort_4.24,any_farm,cow_id,quarter,cowid_quarter,cow_id_quarter_visit,lactation,date,visit,farm,order,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,scc,contam,contam_comment,dup_a_cfu_count,dup_b_cfu_count,more_than_2_org_present,actually_disclude,disclude_can't_determine_status,disclude_blind,disclude_dupmissing,disclude_samplingerror,disclude_contam,IMI_NAS_or_MAM,IMI_NAS_only,IMI_S_chromogenes,IMI_S_haemolyticus,IMI_S_simulans,IMI_S_equorum,IMI_S_agnetis,IMI_S_devriesei,IMI_S_warneri,IMI_S_xylosus,IMI_M_sciuri,IMI_S_auricularis,IMI_S_capitis,IMI_S_cohnii,IMI_S_epidermidis,IMI_M_fleurettii,IMI_S_gallinarum,IMI_S_hominis,IMI_S_pseudintermedius,IMI_S_saprophyticus,IMI_S_succinus,IMI_S_hyicus,IMI_M_vitilinus,IMI_2014env,IMI_2014opp,IMI_2014host,IMI_2017rel,IMI_2017host,IMI_2017env,quarter_position_dup,lactation_dup,lact_grp,first_DIM,first_hygiene_pick_one,farm_hygiene_avg,facility_type,bedding_facility_combo,bedding_material,pred_breed,herd_size,herd_size_cat,rolling_herd_avg,sel_feed,air_quality_prod,age_fac,lying_surface,bp_fed_on_pack,bp_num_cows_on_pack,bp_pack_area,bp_cow_density,bp_stock_dens_perc,wood_dried,wood_storage,bedding_conditioner,freq_add_new_bedding_stall_wk,freq_stall_scraping_wk,depth_bedding_stalls,bp_freq_tilling_wk,bp_depth_tilled_in,bp_attentiveness,bp_bedding_depth,milking_sys,forestrip,towel_num,gloves,mast_det_recc,mast_record,culture_mast,culture_scc,culture_fresh,culture_dry,culture_loc,dry_prod,sel_supp,ind_hygiene_a,ind_hygiene_b,ind_hygiene_avg
1640,Paddlebridge,champne25_Paddlebridge,LF,champne25_Paddlebridge_LF,champne25_Paddlebridge_LF_third,2,3.20.2020,third,Paddlebridge,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,1,2000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,2,second,56,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,1,1.5
1641,Paddlebridge,champne25_Paddlebridge,RF,champne25_Paddlebridge_RF,champne25_Paddlebridge_RF_third,2,3.20.2020,third,Paddlebridge,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,2,second,56,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,1,1.5
1642,vonTrapp,lucha_vonTrapp,LH,lucha_vonTrapp_LH,lucha_vonTrapp_LH_third,2,3.10.2020,third,vonTrapp,35,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,1,3000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,2,second,223,3,2.2,TS,TS_SH,SH,Other,55,44_60,10675,y,good,116,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,7,14,2.5,NA,NA,NA,NA,tiestall,y,one,all,y,always,sometimes,sometimes,always,never,onfarm,n,no,1,1,1
1643,BJ,685_BJ,LH,685_BJ_LH,685_BJ_LH_third,5,2.26.2020,third,BJ,34,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,1,c,1,42000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,5,fourth_plus,195,3,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,1,1,1
1644,BJ,685_BJ,RF,685_BJ_RF,685_BJ_RF_third,5,2.26.2020,third,BJ,34,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,1,c,1,22000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,5,fourth_plus,195,3,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,1,1,1
1645,BJ,749_BJ,LF,749_BJ_LF,749_BJ_LF_third,1,2.26.2020,third,BJ,9,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,2,c,2,9000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,1,first,208,2,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,2,2,2
1646,BJ,749_BJ,RF,749_BJ_RF,749_BJ_RF_third,1,2.26.2020,third,BJ,9,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,2,c,2,11000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1,first,208,2,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,2,2,2
1647,Butterworks,pomme_Butterworks,LH,pomme_Butterworks_LH,pomme_Butterworks_LH_third,1,3.3.2020,third,Butterworks,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,2,c,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,43,2,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,2,2,2
1648,Butterworks,pomme_Butterworks,RF,pomme_Butterworks_RF,pomme_Butterworks_RF_third,1,3.3.2020,third,Butterworks,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,2,c,2,2000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1,first,43,2,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,2,2,2
1649,Butterworks,applecore_Butterworks,LF,applecore_Butterworks_LF,applecore_Butterworks_LF_third,6,3.3.2020,third,Butterworks,33,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,3,c,2,9000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,6,fourth_plus,101,1,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,3,2,2.5
1650,Choiniere,1016.96_Choiniere,LH,1016.96_Choiniere_LH,1016.96_Choiniere_LH_third,1,2.17.2020,third,Choiniere,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,NA,NA,NA,3000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,59,2,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,NA,NA,NA
1651,Choiniere,1016.96_Choiniere,RF,1016.96_Choiniere_RF,1016.96_Choiniere_RF_third,1,2.17.2020,third,Choiniere,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,NA,NA,NA,5000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1,first,59,2,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,NA,NA,NA
1652,Choiniere,9_Choiniere,LH,9_Choiniere_LH,9_Choiniere_LH_third,3,2.17.2020,third,Choiniere,9,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,NA,NA,8000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,3,third,148,2,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,NA,2
1653,Glennview,203_Glennview,RH,203_Glennview_RH,203_Glennview_RH_third,1,3.19.2020,third,Glennview,20,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,2,15000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,1,first,129,3,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,1,2,1.5
1654,Glennview,137_Glennview,LF,137_Glennview_LF,137_Glennview_LF_third,2,3.19.2020,third,Glennview,11,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,5000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,2,second,77,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
1655,Glennview,194_Glennview,LF,194_Glennview_LF,194_Glennview_LF_third,1,3.19.2020,third,Glennview,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,5000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,1,first,190,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
1656,Glennview,194_Glennview,LH,194_Glennview_LH,194_Glennview_LH_third,1,3.19.2020,third,Glennview,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,9000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,190,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
1657,Glennview,194_Glennview,RF,194_Glennview_RF,194_Glennview_RF_third,1,3.19.2020,third,Glennview,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,4000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1,first,190,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
1658,OughtaBe,pg_OughtaBe,LF,pg_OughtaBe_LF,pg_OughtaBe_LF_third,3,3.12.2020,third,OughtaBe,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,2,12000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,3,third,239,2,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,1,2,1.5
1659,OughtaBe,pg_OughtaBe,LH,pg_OughtaBe_LH,pg_OughtaBe_LH_third,3,3.12.2020,third,OughtaBe,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,2,6000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,3,third,239,2,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,1,2,1.5
1660,OughtaBe,kit_OughtaBe,LF,kit_OughtaBe_LF,kit_OughtaBe_LF_third,3,3.12.2020,third,OughtaBe,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,42000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,3,third,265,2,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,2,2,2
1661,OughtaBe,kit_OughtaBe,RF,kit_OughtaBe_RF,kit_OughtaBe_RF_third,3,3.12.2020,third,OughtaBe,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,12000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,3,third,265,2,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,2,2,2
1662,OughtaBe,kit_OughtaBe,RH,kit_OughtaBe_RH,kit_OughtaBe_RH_third,3,3.12.2020,third,OughtaBe,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,31000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,3,third,265,2,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,2,2,2
1663,Paddlebridge,farrent31_Paddlebridge,LF,farrent31_Paddlebridge_LF,farrent31_Paddlebridge_LF_third,1,3.20.2020,third,Paddlebridge,15,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,1,10000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,1,first,195,3,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,1,1,1
1664,Paddlebridge,swallow377_Paddlebridge,LF,swallow377_Paddlebridge_LF,swallow377_Paddlebridge_LF_third,3,3.20.2020,third,Paddlebridge,29,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,2,10000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,3,third,155,3,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,1,2,1.5
1665,Paddlebridge,swallow377_Paddlebridge,RF,swallow377_Paddlebridge_RF,swallow377_Paddlebridge_RF_third,3,3.20.2020,third,Paddlebridge,29,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,2,34000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,3,third,155,3,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,1,2,1.5
1666,Paddlebridge,lalune33_Paddlebridge,LF,lalune33_Paddlebridge_LF,lalune33_Paddlebridge_LF_third,1,3.20.2020,third,Paddlebridge,20,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,1,4000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,1,first,200,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,1,1.5
1667,Paddlebridge,lalune33_Paddlebridge,LH,lalune33_Paddlebridge_LH,lalune33_Paddlebridge_LH_third,1,3.20.2020,third,Paddlebridge,20,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,1,8000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,200,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,1,1.5
1668,Paddlebridge,lalune33_Paddlebridge,RH,lalune33_Paddlebridge_RH,lalune33_Paddlebridge_RH_third,1,3.20.2020,third,Paddlebridge,20,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,1,9000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,1,first,200,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,1,1.5
1669,Paddlebridge,annabeth2_Paddlebridge,LH,annabeth2_Paddlebridge_LH,annabeth2_Paddlebridge_LH_third,3,3.20.2020,third,Paddlebridge,35,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,35000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,3,third,70,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,2,2
1670,Paddlebridge,fajita12_Paddlebridge,RH,fajita12_Paddlebridge_RH,fajita12_Paddlebridge_RH_third,2,3.20.2020,third,Paddlebridge,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,2000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,2,second,88,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,2,2
1671,Paddlebridge,gif9_Paddlebridge,LF,gif9_Paddlebridge_LF,gif9_Paddlebridge_LF_third,2,3.20.2020,third,Paddlebridge,18,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,4000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,2,second,160,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,2,2
