,,cow_id,quarter,1_date,1_visit,1_farm,1_order,1_path_1,1_path1_imi,1_path_2,1_path2_imi,1_path_3,1_path3_imi,1_path_4,1_path4_imi,1_quarter_code,1_isolate_1,1_path_1_maldi_final_id,1_fix_1,1_isolate_2,1_path_2_maldi_final_id,1_fix_2,1_isolate_3,1_path_3_maldi_final_id,1_fix_3,1_isolate_4,1_path_4_maldi_final_id,1_fix_4,1_clinical,1_blind,1_teatinj,1_pstmilking,1_mixed_inf_series,1_dup_not_collected,1_imi_series,1_hygiene_scorer_1,1_hygiene_1,1_hygiene_scorer_2,1_hygiene_2,1_cc_1,1_cc_2,1_cc_3,1_scc,1_contam,1_contam_comment,1_dup_a_cfu_count,1_dup_b_cfu_count,1_more_than_2_org_present,2_date,2_visit,2_farm,2_order,2_path_1,2_path1_imi,2_path_2,2_path2_imi,2_path_3,2_path3_imi,2_path_4,2_path4_imi,2_quarter_code,2_isolate_1,2_path_1_maldi_final_id,2_fix_1,2_isolate_2,2_path_2_maldi_final_id,2_fix_2,2_isolate_3,2_path_3_maldi_final_id,2_fix_3,2_isolate_4,2_path_4_maldi_final_id,2_fix_4,2_clinical,2_blind,2_teatinj,2_pstmilking,2_mixed_inf_series,2_dup_not_collected,2_imi_series,2_hygiene_scorer_1,2_hygiene_1,2_hygiene_scorer_2,2_hygiene_2,2_cc_1,2_cc_2,2_cc_3,2_scc,2_contam,2_contam_comment,2_dup_a_cfu_count,2_dup_b_cfu_count,2_more_than_2_org_present
1282,A1282,rashida_StonyPond,LH,12.12.2019,first,StonyPond,22,cns,yes2,,,,,,,2,sp026,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,310000,,,7,22,,1.10.2020,second,StonyPond,20,cns,yes2,,,,,,,2,sp054,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,690000,,,20,30,
1283,A1283,rashida_StonyPond,RF,12.12.2019,first,StonyPond,22,cns,yes2,,,,,,,2,sp029,staphylococcus agnetis,yes_from_staphspp_to_agnetis,,,,,,,,,,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,1120000,,,30,30,,1.10.2020,second,StonyPond,20,cns,yes2,,,,,,,2,sp057,staphylococcus agnetis,yes_from_staphspp_to_agnetis,,,,,,,,,,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,1300000,,,50,22,
1284,A1284,rashida_StonyPond,RH,12.12.2019,first,StonyPond,22,cns,yes2,,,,,,,2,sp028,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,349000,,,tntc,tntc,,1.10.2020,second,StonyPond,20,cns,yes2,,,,,,,2,sp056,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,370000,,,tntc,tntc,
1285,A1285,rhonda_StonyPond,LF,12.12.2019,first,StonyPond,25,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,88000,,,,,,1.10.2020,second,StonyPond,26,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,220000,,,,,
1286,A1286,rhonda_StonyPond,LH,12.12.2019,first,StonyPond,25,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,62000,,,,,,1.10.2020,second,StonyPond,26,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,230000,,,,,
1287,A1287,rhonda_StonyPond,RF,12.12.2019,first,StonyPond,25,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,40000,,,,,,1.10.2020,second,StonyPond,26,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,240000,,,,,
1288,A1288,rhonda_StonyPond,RH,12.12.2019,first,StonyPond,25,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,29000,,,,,,1.10.2020,second,StonyPond,26,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,79000,,,,,
1289,A1289,rhubarb_Butterworks,LF,1.2.2020,first,Butterworks,13,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,5000,,,,,,2.4.2020,second,Butterworks,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,NA,NA,NA,5000,,,,,
1290,A1290,rhubarb_Butterworks,LH,1.2.2020,first,Butterworks,13,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,6000,,,,,,2.4.2020,second,Butterworks,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,NA,NA,NA,3000,,,,,
1291,A1291,rhubarb_Butterworks,RF,1.2.2020,first,Butterworks,13,cns,yes2,,,,,,,2,bw014,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,73000,,,22,20,,2.4.2020,second,Butterworks,11,cns,yes2,,,,,,,2,bw080,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,3,c,2,NA,NA,NA,72000,,,14,20,
1292,A1292,rhubarb_Butterworks,RH,1.2.2020,first,Butterworks,13,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,3000,,,,,,2.4.2020,second,Butterworks,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,3,c,2,NA,NA,NA,5000,,,,,
1293,A1293,riley_StonyPond,LF,12.12.2019,first,StonyPond,7,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,35000,,,,,,1.10.2020,second,StonyPond,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,81000,,,,,
1294,A1294,riley_StonyPond,LH,12.12.2019,first,StonyPond,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,78000,,,,,,1.10.2020,second,StonyPond,12,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,140000,,,,,
1295,A1295,riley_StonyPond,RF,12.12.2019,first,StonyPond,7,cns,yes2,,,,,,,2,sp012,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,163000,,,10,21,,1.10.2020,second,StonyPond,12,cns,yes2,,,,,,,2,sp044,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,250000,,,30,tntc,
1296,A1296,riley_StonyPond,RH,12.12.2019,first,StonyPond,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,87000,,,,,,1.10.2020,second,StonyPond,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,220000,,,,,
1297,A1297,robin_StonyPond,LF,12.12.2019,first,StonyPond,11,,,,,,,,,15,,,,,,,,,,,,,,,,,,yes,,j,3,NA,NA,NA,NA,NA,43000,,,,,,1.10.2020,second,StonyPond,19,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,NA,NA,NA,NA,NA,37000,,,,,
1298,A1298,robin_StonyPond,LH,12.12.2019,first,StonyPond,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,22000,,,,,,1.10.2020,second,StonyPond,19,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,NA,NA,NA,NA,NA,40000,,,,,
1299,A1299,robin_StonyPond,RF,12.12.2019,first,StonyPond,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,117000,,,,,,1.10.2020,second,StonyPond,19,cns,yes2,,,,,,,2,sp053,staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,120000,,,1,1,
1300,A1300,robin_StonyPond,RH,12.12.2019,first,StonyPond,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,21000,,,,,,1.10.2020,second,StonyPond,19,macrococcus,yes1,,,,,,,1,sp052,macrococcus canis,yes_from_cns_to_macrococcus,,,,,,,,,,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,50000,,,3,3,
1301,A1301,rock7_Swallowdale,LF,12.13.2019,first,Swallowdale,23,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,8000,,,,,,1.22.2020,second,Swallowdale,17,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,7000,,,,,
1302,A1302,rock7_Swallowdale,LH,12.13.2019,first,Swallowdale,23,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,6000,,,,,,1.22.2020,second,Swallowdale,17,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,3000,,,,,
1303,A1303,rock7_Swallowdale,RF,12.13.2019,first,Swallowdale,23,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,7000,,,,,,1.22.2020,second,Swallowdale,17,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,4000,,,,,
1304,A1304,rock7_Swallowdale,RH,12.13.2019,first,Swallowdale,23,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,9000,,,,,,1.22.2020,second,Swallowdale,17,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,3000,,,,,
1305,A1305,sadie_Swallowdale,LF,12.13.2019,first,Swallowdale,20,strep,yes1,,,,,,,1,sw034,aerococcus viridans,no_sslo,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,12000,,,1,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1306,A1306,sadie_Swallowdale,LH,12.13.2019,first,Swallowdale,20,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,5000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1307,A1307,sadie_Swallowdale,RF,12.13.2019,first,Swallowdale,20,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,3000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,A1308,sadie_Swallowdale,RH,12.13.2019,first,Swallowdale,20,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,4000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309,A1309,saige313_Paddlebridge,LF,1.17.2020,first,Paddlebridge,27,cns,yes2,,,,,,,2,pb019,staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,570000,,,tntc,tntc,,2.21.2020,second,Paddlebridge,33,cns,yes2,,,,,,,2,pb056,staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,m,2,c,2,NA,NA,NA,480000,,,tntc,tntc,
1310,A1310,saige313_Paddlebridge,LH,1.17.2020,first,Paddlebridge,27,cns,no5,,,,,,,5,pb018,staphylococcus devriesei,,,,,,,,,,,,,,,,,no,j,1,c,1,NA,NA,NA,3000,,,1,0,,2.21.2020,second,Paddlebridge,33,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,6000,,,,,
1311,A1311,saige313_Paddlebridge,RF,1.17.2020,first,Paddlebridge,27,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,1,c,1,NA,NA,NA,NA,,,,,,2.21.2020,second,Paddlebridge,33,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,m,2,c,2,NA,NA,NA,NA,,,,,
1312,A1312,saige313_Paddlebridge,RH,1.17.2020,first,Paddlebridge,27,cns,yes2,,,,,,,2,pb020,staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,3000000,,,30,15,,2.21.2020,second,Paddlebridge,33,cns,yes2,,,,,,,2,pb057,staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,m,2,c,2,NA,NA,NA,530000,,,tntc,tntc,
1313,A1313,sally_StonyPond,LF,12.12.2019,first,StonyPond,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,13000,,,,,,1.10.2020,second,StonyPond,17,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,25000,,,,,
1314,A1314,sally_StonyPond,LH,12.12.2019,first,StonyPond,31,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,12000,,,,,,1.10.2020,second,StonyPond,17,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,22000,,,,,
1315,A1315,sally_StonyPond,RF,12.12.2019,first,StonyPond,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,12000,,,,,,1.10.2020,second,StonyPond,17,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,29000,,,,,
1316,A1316,sally_StonyPond,RH,12.12.2019,first,StonyPond,31,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,8000,,,,,,1.10.2020,second,StonyPond,17,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,30000,,,,,
1317,A1317,sam19_Paddlebridge,LF,1.17.2020,first,Paddlebridge,21,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,1,NA,NA,NA,9000,,,,,,2.21.2020,second,Paddlebridge,19,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,3000,,,,,
1318,A1318,sam19_Paddlebridge,LH,1.17.2020,first,Paddlebridge,21,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,1,NA,NA,NA,5000,,,,,,2.21.2020,second,Paddlebridge,19,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,4000,,,,,
1319,A1319,sam19_Paddlebridge,RF,1.17.2020,first,Paddlebridge,21,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,1,NA,NA,NA,15000,,,,,,2.21.2020,second,Paddlebridge,19,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,2000,,,,,
1320,A1320,sam19_Paddlebridge,RH,1.17.2020,first,Paddlebridge,21,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,1,NA,NA,NA,8000,,,,,,2.21.2020,second,Paddlebridge,19,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,0,,,,,
1321,A1321,sapphire338_Paddlebridge,LF,1.17.2020,first,Paddlebridge,28,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,j,3,c,4,NA,NA,NA,5000,,,,,,2.21.2020,second,Paddlebridge,24,corynebac,yes2,,,,,,,2,pb046,corynebacterium xerosis,,,,,,,,,,,,,,,no,,yes,m,2,c,3,NA,NA,NA,3000,,,1,1,
1322,A1322,sapphire338_Paddlebridge,LH,1.17.2020,first,Paddlebridge,28,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,3,c,4,NA,NA,NA,54000,,,,,,2.21.2020,second,Paddlebridge,24,strep,other12,,,,,,,12,pb045,streptococcus uberis,,,,,,,,,,,,,,,,,no,m,2,c,3,NA,NA,NA,21000,,,1,7,yes
1323,A1323,sapphire338_Paddlebridge,RF,1.17.2020,first,Paddlebridge,28,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,4,NA,NA,NA,9000,,,,,,2.21.2020,second,Paddlebridge,24,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,2,c,3,NA,NA,NA,9000,,,,,
1324,A1324,sapphire338_Paddlebridge,RH,1.17.2020,first,Paddlebridge,28,cns,yes2,,,,,,,2,pb021,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,4,NA,NA,NA,260000,,,tntc,30,,2.21.2020,second,Paddlebridge,24,cns,yes2,,,,,,,2,pb047,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,m,2,c,3,NA,NA,NA,81000,,,30,50,
1325,A1325,scrapie278_Paddlebridge,LF,1.17.2020,first,Paddlebridge,29,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,2000,,,,,,2.21.2020,second,Paddlebridge,27,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,18000,,,,,
1326,A1326,scrapie278_Paddlebridge,LH,1.17.2020,first,Paddlebridge,29,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,5000,,,,,,2.21.2020,second,Paddlebridge,27,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,12000,,,,,
1327,A1327,scrapie278_Paddlebridge,RF,1.17.2020,first,Paddlebridge,29,sa,yes1,,,,,,,1,pb022,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,2,c,2,NA,NA,NA,330000,,,6,3,yes,2.21.2020,second,Paddlebridge,27,sa,yes2,,,,,,,2,pb053,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,m,4,c,4,NA,NA,NA,360000,,,5,12,
1328,A1328,scrapie278_Paddlebridge,RH,1.17.2020,first,Paddlebridge,29,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,220000,,,,,,2.21.2020,second,Paddlebridge,27,cns,yes2,,,,,,,2,pb052,staphylococcus capitis,,,,,,,,,,,,,,,no,,yes,m,4,c,4,NA,NA,NA,210000,,,14,1,
1329,A1329,seraphina_vonTrapp,LF,1.6.2020,first,vonTrapp,33,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,4000,,,,,,2.12.2020,second,vonTrapp,36,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,0,,,,,
1330,A1330,seraphina_vonTrapp,LH,1.6.2020,first,vonTrapp,33,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,3000,,,,,,2.12.2020,second,vonTrapp,36,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,0,,,,,
1331,A1331,seraphina_vonTrapp,RF,1.6.2020,first,vonTrapp,33,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,8000,,,,,,2.12.2020,second,vonTrapp,36,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,0,,,,,
1332,A1332,seraphina_vonTrapp,RH,1.6.2020,first,vonTrapp,33,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,8000,,,,,,2.12.2020,second,vonTrapp,36,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,0,,,,,
1333,A1333,shania291_Paddlebridge,LF,1.17.2020,first,Paddlebridge,23,sa,yes2,,,,,,,2,pb015,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,4200000,,,8,5,,2.21.2020,second,Paddlebridge,25,sa,yes1,,,,,,,1,pb050,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,m,2,c,2,NA,NA,NA,6400000,,,3,6,yes
1334,A1334,shania291_Paddlebridge,LH,1.17.2020,first,Paddlebridge,23,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,48000,,,,,,2.21.2020,second,Paddlebridge,25,acinetobacter,yes27,corynebac,yes27,,,,,27,pb048,acinetobacter species,yes_from_?_to_acinetobacter,pb049,corynebacterium variabile,,,,,,,,,,,,yes,,yes,m,2,c,2,NA,NA,NA,17000,,,6,10,yes
1335,A1335,shania291_Paddlebridge,RF,1.17.2020,first,Paddlebridge,23,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,46000,,,,,,2.21.2020,second,Paddlebridge,25,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,13000,,,,,
1336,A1336,shania291_Paddlebridge,RH,1.17.2020,first,Paddlebridge,23,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,99000,,,,,,2.21.2020,second,Paddlebridge,25,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,150000,,,,,
1337,A1337,shelly_Swallowdale,LF,12.13.2019,first,Swallowdale,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,40000,,,,,,1.22.2020,second,Swallowdale,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,NA,NA,NA,NA,NA,NA,8000,,,,,
1338,A1338,shelly_Swallowdale,LH,12.13.2019,first,Swallowdale,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,57000,,,,,,1.22.2020,second,Swallowdale,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,NA,NA,NA,NA,NA,NA,12000,,,,,
1339,A1339,shelly_Swallowdale,RF,12.13.2019,first,Swallowdale,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,134000,,,,,,1.22.2020,second,Swallowdale,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,NA,NA,NA,NA,NA,NA,23000,,,,,
1340,A1340,shelly_Swallowdale,RH,12.13.2019,first,Swallowdale,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,58000,,,,,,1.22.2020,second,Swallowdale,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,NA,NA,NA,NA,NA,NA,9000,,,,,
1341,A1341,shiela375_Paddlebridge,LF,1.17.2020,first,Paddlebridge,24,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,6000,,,,,,2.21.2020,second,Paddlebridge,23,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,3000,,,,,
1342,A1342,shiela375_Paddlebridge,LH,1.17.2020,first,Paddlebridge,24,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,6000,,,,,,2.21.2020,second,Paddlebridge,23,cns,yes2,,,,,,,2,pb043,staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,m,1,c,1,NA,NA,NA,7000,,,0,1,
1343,A1343,shiela375_Paddlebridge,RF,1.17.2020,first,Paddlebridge,24,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,13000,,,,,,2.21.2020,second,Paddlebridge,23,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,65000,,,,,
1344,A1344,shiela375_Paddlebridge,RH,1.17.2020,first,Paddlebridge,24,cns,yes1,,,,,,,1,pb016,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,440000,,,10,6,,2.21.2020,second,Paddlebridge,23,cns,yes2,,,,,,,2,pb044,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,m,1,c,1,NA,NA,NA,3100000,,,11,10,
1345,A1345,simply314_Paddlebridge,LF,1.17.2020,first,Paddlebridge,34,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,19000,,,,,,2.21.2020,second,Paddlebridge,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,20000,,,,,
1346,A1346,simply314_Paddlebridge,LH,1.17.2020,first,Paddlebridge,34,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,9000,,,,,,2.21.2020,second,Paddlebridge,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,8000,,,,,
1347,A1347,simply314_Paddlebridge,RF,1.17.2020,first,Paddlebridge,34,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,15000,,,,,,2.21.2020,second,Paddlebridge,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,11000,,,,,
1348,A1348,simply314_Paddlebridge,RH,1.17.2020,first,Paddlebridge,34,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,9000,,,,,,2.21.2020,second,Paddlebridge,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,4000,,,,,
1349,A1349,skyler_Swallowdale,LF,12.13.2019,first,Swallowdale,7,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,2000,,,,,,1.22.2020,second,Swallowdale,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,NA,NA,NA,NA,NA,2000,,,,,
1350,A1350,skyler_Swallowdale,LH,12.13.2019,first,Swallowdale,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,3000,,,,,,1.22.2020,second,Swallowdale,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,NA,NA,NA,NA,NA,7000,,,,,
1351,A1351,skyler_Swallowdale,RF,12.13.2019,first,Swallowdale,7,cns,yes1,,,,,,,1,sw009,staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,0,,,1,1,yes,1.22.2020,second,Swallowdale,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,NA,NA,NA,NA,NA,0,,,,,
1352,A1352,skyler_Swallowdale,RH,12.13.2019,first,Swallowdale,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,4000,,,,,,1.22.2020,second,Swallowdale,22,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,1,NA,NA,NA,NA,NA,0,,,,,
1353,A1353,snowball_Butterworks,LF,1.2.2020,first,Butterworks,12,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,49000,,,,,,2.4.2020,second,Butterworks,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,NA,NA,NA,44000,,,,,
